Accession	Protein	Gene	Gene_protein	X152328_BSA_d1_A	X152328_IL13_d1_A	X153087_BSA_d1_A	X153087_IL13_d1_A	X153173_BSA_d2_H	X153173_IL13_d2_H	X153724_BSA_d1_A	X153724_IL13_d1_A	X153741_BSA_d2_H	X153741_IL13_d2_H	X153870_BSA_d1_H	X153870_IL13_d1_H	X154142_BSA_d2_A	X154142_IL13_d2_A	X154417_BSA_d2_A	X154417_IL13_d2_A	X154566_BSA_d1_A	X154566_IL13_d1_A	X154651_BSA_d2_A	X154651_IL13_d2_A	X154711_BSA_d1_A	X154711_IL13_d1_A	X154717_BSA_d1_A	X154717_IL13_d1_A	X154783_BSA_d1_A	X154783_IL13_d1_A	X155404_BSA_d2_H	X155404_IL13_d2_H
B4GT4_HUMAN	"Beta-1,4-galactosyltransferase 4 OS=Homo sapiens GN=B4GALT4 PE=1 SV=1"	B4GALT4	B4GALT4_B4GT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
B4GT5_HUMAN	"Beta-1,4-galactosyltransferase 5 OS=Homo sapiens GN=B4GALT5 PE=2 SV=1"	B4GALT5	B4GALT5_B4GT5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAIP2_HUMAN	Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2 PE=1 SV=1	BAIAP2	BAIAP2_BAIP2	5	0	3	0	5	0	0	0	2	1	6	0	3	1	7	1	0	0	6	1	6	0	5	2	0	0	5	0
BASP1_HUMAN	Brain acid soluble protein 1 OS=Homo sapiens GN=BASP1 PE=1 SV=2	BASP1	BASP1_BASP1	7	0	4	0	10	2	0	0	5	1	8	0	5	1	10	5	5	0	7	2	6	0	9	1	0	0	5	0
BLVRB_HUMAN	Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3	BLVRB	BLVRB_BLVRB	0	2	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	2
BPIA1_HUMAN	BPI fold-containing family A member 1 OS=Homo sapiens GN=BPIFA1 PE=1 SV=1	BPIFA1	BPIFA1_BPIA1	3	0	4	0	2	0	6	0	3	0	5	0	5	0	1	0	4	0	6	0	0	0	0	0	0	0	3	0
BPIB1_HUMAN	BPI fold-containing family B member 1 OS=Homo sapiens GN=BPIFB1 PE=1 SV=1	BPIFB1	BPIFB1_BPIB1	30	26	25	22	18	24	28	24	23	24	27	9	28	29	16	29	22	22	30	25	19	12	26	24	18	13	29	30
BPNT1_HUMAN	"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens GN=BPNT1 PE=1 SV=1"	BPNT1	BPNT1_BPNT1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BASI_HUMAN	Basigin OS=Homo sapiens GN=BSG PE=1 SV=2	BSG	BSG_BASI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MYG1_HUMAN	"UPF0160 protein MYG1, mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=2"	C12orf10	C12orf10_MYG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CO3_HUMAN	Complement C3 OS=Homo sapiens GN=C3 PE=1 SV=2	C3	C3_CO3	73	9	47	7	64	26	74	37	73	19	79	5	57	13	78	58	81	32	91	26	52	3	75	26	69	0	79	20
CO4A_HUMAN	Complement C4-A OS=Homo sapiens GN=C4A PE=1 SV=2	C4A	C4A_CO4A	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
CO4B_HUMAN	Complement C4-B OS=Homo sapiens GN=C4B PE=1 SV=2	C4B	C4B_CO4B	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAH2_HUMAN	Carbonic anhydrase 2 OS=Homo sapiens GN=CA2 PE=1 SV=2	CA2	CA2_CAH2	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0
CAB39_HUMAN	Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1	CAB39	CAB39_CAB39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CALL5_HUMAN	Calmodulin-like protein 5 OS=Homo sapiens GN=CALML5 PE=1 SV=2	CALML5	CALML5_CALL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CALR_HUMAN	Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1	CALR	CALR_CALR	3	3	3	1	0	0	4	0	0	0	5	0	0	1	2	3	1	1	1	3	2	2	0	0	0	0	0	1
CALU_HUMAN	Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2	CALU	CALU_CALU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CAND1_HUMAN	Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2	CAND1	CAND1_CAND1	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	2	3	2	0	0	0	1	0
CANT1_HUMAN	Soluble calcium-activated nucleotidase 1 OS=Homo sapiens GN=CANT1 PE=1 SV=1	CANT1	CANT1_CANT1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CALX_HUMAN	Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2	CANX	CANX_CALX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CAP1_HUMAN	Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5	CAP1	CAP1_CAP1	1	5	1	3	0	1	1	2	0	2	2	3	1	3	0	6	0	5	0	2	0	3	1	0	0	1	0	3
CAPG_HUMAN	Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2	CAPG	CAPG_CAPG	2	2	1	1	2	1	0	2	0	0	4	0	0	1	3	1	0	2	0	1	0	0	0	2	0	0	0	0
CAN1_HUMAN	Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1	CAPN1	CAPN1_CAN1	2	2	0	0	2	0	0	0	1	1	3	0	1	1	2	2	0	0	1	1	0	1	0	0	0	0	0	2
CAN2_HUMAN	Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=6	CAPN2	CAPN2_CAN2	2	2	4	2	1	0	0	0	1	1	5	0	1	0	4	2	3	2	1	2	0	0	0	2	0	0	1	3
CAN5_HUMAN	Calpain-5 OS=Homo sapiens GN=CAPN5 PE=1 SV=2	CAPN5	CAPN5_CAN5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNS1_HUMAN	Calpain small subunit 1 OS=Homo sapiens GN=CAPNS1 PE=1 SV=1	CAPNS1	CAPNS1_CPNS1	0	3	3	2	2	1	0	1	1	2	3	0	2	2	3	5	2	1	3	2	2	4	1	1	0	2	3	2
CAYP1_HUMAN	Calcyphosin OS=Homo sapiens GN=CAPS PE=1 SV=1	CAPS	CAPS_CAYP1	7	4	9	6	8	6	3	3	7	5	12	0	11	8	12	10	9	9	13	8	9	4	11	8	0	0	8	4
CAZA1_HUMAN	F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3	CAPZA1	CAPZA1_CAZA1	3	0	2	0	2	0	3	0	2	0	2	0	2	0	2	2	1	0	2	0	4	3	0	0	0	0	2	1
CAZA2_HUMAN	F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3	CAPZA2	CAPZA2_CAZA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZB_HUMAN	F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4	CAPZB	CAPZB_CAPZB	3	0	0	3	1	1	0	0	0	0	0	0	1	0	2	2	1	2	1	0	1	0	2	0	0	0	1	1
ICAL_HUMAN	Calpastatin OS=Homo sapiens GN=CAST PE=1 SV=4	CAST	CAST_ICAL	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATA_HUMAN	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	CAT	CAT_CATA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CBR1_HUMAN	Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3	CBR1	CBR1_CBR1	2	1	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0
CCL15_HUMAN	C-C motif chemokine 15 OS=Homo sapiens GN=CCL15 PE=1 SV=2	CCL15	CCL15_CCL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TCPB_HUMAN	T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4	CCT2	CCT2_TCPB	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	1	2	2	0	0	0	0	0	0
TCPG_HUMAN	T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	CCT3	CCT3_TCPG	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCPD_HUMAN	T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	CCT4	CCT4_TCPD	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TCPE_HUMAN	T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1	CCT5	CCT5_TCPE	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TCPH_HUMAN	T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	CCT7	CCT7_TCPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TCPQ_HUMAN	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4	CCT8	CCT8_TCPQ	3	1	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0
CD109_HUMAN	CD109 antigen OS=Homo sapiens GN=CD109 PE=1 SV=2	CD109	CD109_CD109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD44_HUMAN	CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3	CD44	CD44_CD44	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0
CD47_HUMAN	Leukocyte surface antigen CD47 OS=Homo sapiens GN=CD47 PE=1 SV=1	CD47	CD47_CD47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DAF_HUMAN	Complement decay-accelerating factor OS=Homo sapiens GN=CD55 PE=1 SV=4	CD55	CD55_DAF	2	4	0	5	0	1	0	0	1	3	2	0	2	4	1	4	2	3	6	1	0	0	2	1	0	0	1	3
CD59_HUMAN	CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1	CD59	CD59_CD59	4	3	2	0	3	1	2	0	2	1	5	0	2	1	5	2	5	0	3	0	4	0	6	2	2	2	3	1
CD63_HUMAN	CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=2	CD63	CD63_CD63	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD9_HUMAN	CD9 antigen OS=Homo sapiens GN=CD9 PE=1 SV=4	CD9	CD9_CD9	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2
CDC37_HUMAN	Hsp90 co-chaperone Cdc37 OS=Homo sapiens GN=CDC37 PE=1 SV=1	CDC37	CDC37_CDC37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC42_HUMAN	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	CDC42	CDC42_CDC42	0	0	1	1	1	0	1	0	1	2	2	0	1	1	1	3	0	1	2	3	2	2	2	1	0	0	1	2
CADH1_HUMAN	Cadherin-1 OS=Homo sapiens GN=CDH1 PE=1 SV=3	CDH1	CDH1_CADH1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	2	4	0	0	0	1	1	0	0	2	0	0	0	0
CADH6_HUMAN	Cadherin-6 OS=Homo sapiens GN=CDH6 PE=1 SV=1	CDH6	CDH6_CADH6	0	2	0	0	0	0	0	2	0	3	0	0	0	1	0	1	0	0	1	1	0	1	0	3	0	0	0	1
CEAM5_HUMAN	Carcinoembryonic antigen-related cell adhesion molecule 5 OS=Homo sapiens GN=CEACAM5 PE=1 SV=3	CEACAM5	CEACAM5_CEAM5	4	4	3	4	0	5	0	7	3	5	2	1	2	5	5	7	0	5	4	4	2	2	3	5	0	3	4	4
CEAM6_HUMAN	Carcinoembryonic antigen-related cell adhesion molecule 6 OS=Homo sapiens GN=CEACAM6 PE=1 SV=3	CEACAM6	CEACAM6_CEAM6	1	1	1	1	0	0	0	0	2	2	1	0	2	1	3	2	1	0	1	0	0	0	1	1	0	0	1	0
CEL_HUMAN	Bile salt-activated lipase OS=Homo sapiens GN=CEL PE=1 SV=3	CEL	CEL_CEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CE126_HUMAN	Centrosomal protein of 126 kDa OS=Homo sapiens GN=CEP126 PE=1 SV=3	CEP126	CEP126_CE126	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CERKL_HUMAN	Ceramide kinase-like protein OS=Homo sapiens GN=CERKL PE=1 SV=1	CERKL	CERKL_CERKL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CERS1_HUMAN	Ceramide synthase 1 OS=Homo sapiens GN=CERS1 PE=1 SV=1	CERS1	CERS1_CERS1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFA53_HUMAN	Cilia- and flagella-associated protein 53 OS=Homo sapiens GN=CFAP53 PE=1 SV=2	CFAP53	CFAP53_CFA53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CFAB_HUMAN	Complement factor B OS=Homo sapiens GN=CFB PE=1 SV=2	CFB	CFB_CFAB	23	13	17	12	8	14	11	14	12	14	20	4	13	13	13	20	14	18	16	12	10	2	10	10	20	6	9	12
CFAD_HUMAN	Complement factor D OS=Homo sapiens GN=CFD PE=1 SV=5	CFD	CFD_CFAD	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAH_HUMAN	Complement factor H OS=Homo sapiens GN=CFH PE=1 SV=4	CFH	CFH_CFAH	16	2	4	0	1	1	2	0	4	0	6	0	2	0	1	1	6	2	8	0	1	0	5	1	1	0	3	0
CFAI_HUMAN	Complement factor I OS=Homo sapiens GN=CFI PE=1 SV=2	CFI	CFI_CFAI	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
COF1_HUMAN	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3	CFL1	CFL1_COF1	3	2	3	4	4	3	3	2	2	4	3	0	3	3	3	3	1	4	4	4	2	1	2	3	2	2	3	4
CHM2B_HUMAN	Charged multivesicular body protein 2b OS=Homo sapiens GN=CHMP2B PE=1 SV=1	CHMP2B	CHMP2B_CHM2B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
CHM4B_HUMAN	Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1	CHMP4B	CHMP4B_CHM4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CIB1_HUMAN	Calcium and integrin-binding protein 1 OS=Homo sapiens GN=CIB1 PE=1 SV=4	CIB1	CIB1_CIB1	2	0	4	0	3	1	1	0	1	1	4	0	3	0	6	3	4	0	3	0	3	0	5	2	0	0	1	0
CILP1_HUMAN	Cartilage intermediate layer protein 1 OS=Homo sapiens GN=CILP PE=1 SV=4	CILP	CILP_CILP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CKAP4_HUMAN	Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2	CKAP4	CKAP4_CKAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0
KCRB_HUMAN	Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1	CKB	CKB_KCRB	0	1	3	2	3	0	0	0	0	0	0	0	0	1	3	1	0	1	3	1	2	0	0	1	0	0	0	0
KCRU_HUMAN	"Creatine kinase U-type, mitochondrial OS=Homo sapiens GN=CKMT1A PE=1 SV=1"	CKMT1A	CKMT1A_KCRU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
CLCA1_HUMAN	Calcium-activated chloride channel regulator 1 OS=Homo sapiens GN=CLCA1 PE=1 SV=3	CLCA1	CLCA1_CLCA1	0	13	0	15	0	1	0	17	0	4	0	3	0	24	0	16	0	21	0	22	0	13	0	21	0	0	0	25
CLIC1_HUMAN	Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4	CLIC1	CLIC1_CLIC1	9	9	10	4	9	4	8	2	5	5	10	0	7	5	9	5	10	5	12	9	7	3	9	8	5	5	4	3
CLIC4_HUMAN	Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4	CLIC4	CLIC4_CLIC4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
CLIC6_HUMAN	Chloride intracellular channel protein 6 OS=Homo sapiens GN=CLIC6 PE=2 SV=3	CLIC6	CLIC6_CLIC6	7	0	4	0	4	0	0	0	3	0	10	1	4	1	6	2	8	0	14	2	7	0	12	0	0	0	2	0
CSTN1_HUMAN	Calsyntenin-1 OS=Homo sapiens GN=CLSTN1 PE=1 SV=1	CLSTN1	CLSTN1_CSTN1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0
CLCB_HUMAN	Clathrin light chain B OS=Homo sapiens GN=CLTB PE=1 SV=1	CLTB	CLTB_CLCB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CLH1_HUMAN	Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5	CLTC	CLTC_CLH1	11	7	7	3	2	1	6	3	0	7	11	0	1	4	5	12	5	7	3	4	5	3	3	8	4	7	0	6
CLUS_HUMAN	Clusterin OS=Homo sapiens GN=CLU PE=1 SV=1	CLU	CLU_CLUS	14	2	10	2	9	3	9	3	8	1	9	0	8	3	9	6	13	3	15	6	19	3	10	5	3	0	7	1
KCY_HUMAN	UMP-CMP kinase OS=Homo sapiens GN=CMPK1 PE=1 SV=3	CMPK1	CMPK1_KCY	4	4	3	2	1	1	0	0	0	2	3	1	1	2	1	2	1	1	2	2	2	0	0	2	0	0	0	3
CNDP2_HUMAN	Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2	CNDP2	CNDP2_CNDP2	7	2	7	3	4	1	2	2	0	0	9	0	2	1	4	6	7	1	3	0	7	2	4	5	1	5	1	1
CO1A1_HUMAN	Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=5	COL1A1	COL1A1_CO1A1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2
CO1A2_HUMAN	Collagen alpha-2(I) chain OS=Homo sapiens GN=COL1A2 PE=1 SV=7	COL1A2	COL1A2_CO1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
COMD7_HUMAN	COMM domain-containing protein 7 OS=Homo sapiens GN=COMMD7 PE=1 SV=2	COMMD7	COMMD7_COMD7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COPG2_HUMAN	Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1	COPG2	COPG2_COPG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
COPZ1_HUMAN	Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1	COPZ1	COPZ1_COPZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
COR1B_HUMAN	Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1	CORO1B	CORO1B_COR1B	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	2	0	0	0	0	0	1	0	2
CX7A2_HUMAN	"Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens GN=COX7A2 PE=1 SV=1"	COX7A2	COX7A2_CX7A2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CERU_HUMAN	Ceruloplasmin OS=Homo sapiens GN=CP PE=1 SV=1	CP	CP_CERU	27	7	25	2	20	4	21	5	21	1	27	1	23	3	21	7	16	6	26	5	17	0	24	3	8	0	23	1
CBPA4_HUMAN	Carboxypeptidase A4 OS=Homo sapiens GN=CPA4 PE=1 SV=2	CPA4	CPA4_CBPA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CBPE_HUMAN	Carboxypeptidase E OS=Homo sapiens GN=CPE PE=1 SV=1	CPE	CPE_CBPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CPNE2_HUMAN	Copine-2 OS=Homo sapiens GN=CPNE2 PE=1 SV=3	CPNE2	CPNE2_CPNE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CRUM3_HUMAN	Protein crumbs homolog 3 OS=Homo sapiens GN=CRB3 PE=1 SV=3	CRB3	CRB3_CRUM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIP1_HUMAN	Cysteine-rich protein 1 OS=Homo sapiens GN=CRIP1 PE=1 SV=3	CRIP1	CRIP1_CRIP1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CRIP2_HUMAN	Cysteine-rich protein 2 OS=Homo sapiens GN=CRIP2 PE=1 SV=1	CRIP2	CRIP2_CRIP2	1	0	2	0	3	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
CRYM_HUMAN	Ketimine reductase mu-crystallin OS=Homo sapiens GN=CRYM PE=1 SV=1	CRYM	CRYM_CRYM	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CISY_HUMAN	"Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2"	CS	CS_CISY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
CSRP1_HUMAN	Cysteine and glycine-rich protein 1 OS=Homo sapiens GN=CSRP1 PE=1 SV=3	CSRP1	CSRP1_CSRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYTN_HUMAN	Cystatin-SN OS=Homo sapiens GN=CST1 PE=1 SV=3	CST1	CST1_CYTN	0	5	0	6	0	1	0	4	0	3	0	0	0	6	0	4	0	0	0	5	0	0	0	5	0	0	0	4
CYTC_HUMAN	Cystatin-C OS=Homo sapiens GN=CST3 PE=1 SV=1	CST3	CST3_CYTC	2	2	2	4	2	3	0	3	2	3	2	0	3	6	3	4	2	2	5	4	2	3	2	1	0	1	2	5
CYTS_HUMAN	Cystatin-S OS=Homo sapiens GN=CST4 PE=1 SV=3	CST4	CST4_CYTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CYTM_HUMAN	Cystatin-M OS=Homo sapiens GN=CST6 PE=1 SV=1	CST6	CST6_CYTM	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0
CYTB_HUMAN	Cystatin-B OS=Homo sapiens GN=CSTB PE=1 SV=2	CSTB	CSTB_CYTB	0	0	0	0	2	2	0	2	0	2	2	0	2	1	2	2	0	1	2	2	2	0	1	0	0	0	1	0
CTNA1_HUMAN	Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1	CTNNA1	CTNNA1_CTNA1	1	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0
CTNB1_HUMAN	Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1	CTNNB1	CTNNB1_CTNB1	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CATB_HUMAN	Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3	CTSB	CTSB_CATB	7	7	6	3	7	3	6	4	6	3	7	0	9	2	9	6	7	4	9	4	7	5	5	1	5	4	7	3
CATC_HUMAN	Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2	CTSC	CTSC_CATC	7	9	3	10	2	6	3	8	4	9	6	0	7	14	6	16	5	8	6	9	4	3	3	7	2	8	6	8
CATD_HUMAN	Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1	CTSD	CTSD_CATD	17	10	8	6	7	6	8	5	6	1	11	0	12	8	12	12	11	5	12	6	9	4	13	9	5	1	12	7
CATH_HUMAN	Pro-cathepsin H OS=Homo sapiens GN=CTSH PE=1 SV=4	CTSH	CTSH_CATH	2	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0
CATS_HUMAN	Cathepsin S OS=Homo sapiens GN=CTSS PE=1 SV=3	CTSS	CTSS_CATS	1	0	2	0	1	0	0	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	1	0
